product_name;product_description;shelflife;sample_weights;CN_code;country_of_origin;product_group;product_group_new;product_family;product_family_internal;product_segment_text;common_applications;dairy;bakery & sweets;nutrition;savoury;single ingredients;kosher;super_kosher;halal;vlog;bio;rspo_mb;rspo_sg;vegetarian;vegan;palmfree;clean;acid_stable;palm_fat;dairy_fat_fat;"
sunflower_fat";rapeseed_fat;hydrogenated_fat;non_hydrogenated_fat;fat_content_lt_40;fat_content_gt_40_lt_70;70-80;0-20;20-50;50-70;70-95
MTM® M 481;Protein ~55%, stirred and greek style-yoghurt;12 months;;3504 0010;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® TJO 700 ;Protein ~69%, drinking yoghurt, protein enrichment in shakes;18 months;;0404 1014;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® TJO 805 ;Protein ~79%, drink yoghurt, protein enrichment in shakes;18 months;;3502 2091;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Fondolac® SL H;Halal version, high protein content, high ash content, good emulsifying properties, flavour enhancing;18 months;;0404 1014;DE;Delactosed Whey Powder;;;;dairy,savoury;;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Casinella® ME 2 ;Protein ~85%, stirred yoghurt;18 months;;3504 0010;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
MTM® CF 001 D ;Protein ~75%, for feta and white cheese;18 months;;2106 9098;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® M 84;Protein ~84%, protein enrichment;18 months;;3504 0010;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® N 80 ;Protein ~77%, stirred yoghurt;18 months;;2106 9098;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® OL 100 ;Protein ~55%, stirred and greek style-yoghurt;12 months;;1901 9099;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® YO 80-3;Protein ~70%, stirred and set yoghurt, sour cream;18 months;;2106 9098;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® YO 802 ;Protein ~85%, stirred yoghurt;18 months;;3504 0010;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 65 SB;;12 months;;2106 9098;DE;Fat Powder;;;;bakery & sweets,nutrition,savoury;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;vegan;not palmfree;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® SCP X 100;Baking emulsifier, extruded type, tool manufacturing material;12 months;;2106 9098;DE;Baking Emulsifier;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 60 P/AS SG ;Non-hydrogenated palm oil 60%, Acid stable, low free fat content, vegetarian;18 months;;2106 9098;DE;Fat Powder;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE; ; ; ;TRUE;vegetarian;vegan;not palmfree;FALSE;TRUE;TRUE;FALSE; ;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglite® 32-05;;18 months;;2106 9098;DE;Coffee Whitener;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;vegan;palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 72 C;;18 months;;2106 9098;DE;Fat Powder;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;vegan;palmfree;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
