product_name_alias;product_description;shelflife;CN_code;country_of_origin;product_group;list_of_product_segments;dairy;bakery_sweets;nutrition;savoury;single_ingredients;kosher;super_kosher;halal;vlog;bio;rspo_mb;rspo_sg;vegetarian;vegan;palmfree;clean;acid_stable;palm_fat;dairy_fat_fat;sunflower_fat;rapeseed_fat;hydrogenated_fat;non_hydrogenated_fat;fat_content_below_40_percent;fat_content_between_40_and_70_percent;fat_content_between_70_and_80_percent;protein_content_below_20_percent;protein_content_between_20_and_50_percent;protein_content_between_50_and_70_percent;protein_content_between_70_and_95_percent
Product 226;Protein ~50%, stirred yoghurt;18 months;1901 9099;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 227;Protein ~70%, increase of dry matter, stirred yoghurt;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 228;Protein ~55%, drinking yoghurt;18 months;0404 1014;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 229;Protein ~69%, drinking yoghurt, protein enrichment in shakes;18 months;0404 1014;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 230;Protein ~72%, protein increasement in cream cheese, production possible in GER & NL;18 months;0404 9023;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 231;Protein ~79%, drink yoghurt, protein enrichment in shakes;18 months;3502 2091;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 232;Protein 80%,  drinking yoghurt, protein enrichment in shakes;18 months;3502 2091;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 233;Milk Protein Compound;18 months;0404 1014;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 234;Protein ~70%, stirred and set yoghurt, sour cream;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 235;Protein ~85%, stirred yoghurt;18 months;3504 0010;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 236;Milk protein 86%, clarification of liquides, f.e. wine and fruit juice, possible as replacement for Casinella QN (sodium reduction);36 months;3501 9090;DE;Milk Protein Compound;dairy, savoury, single ingredients;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 237;Whey protein concentrate instantised with deoiled soyalecithin, Minimum order qty 8.2 MT, no country restrictions;24 months;3502 2091;NL;WPC;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
